No;lnhr;lnwg;kids;age;agesq;disab;id;year;lnhr_diff_1;lnwg_diff_1;kids_diff_1;age_diff_1;agesq_diff_1;disab_diff_1;lnhr_diff_2;lnwg_diff_2;kids_diff_2;age_diff_2;agesq_diff_2;disab_diff_2;lnhr_lag_1;lnhr_lag_2;lnwg_lag_1;lnwg_lag_2;kids_lag_1;kids_lag_2;age_lag_1;age_lag_2;agesq_lag_1;agesq_lag_2;disab_lag_1;disab_lag_2
541;7.62559507;3.05069379;2;32;1024;0;55;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
542;7.60489448;3.00419636;2;33;1089;0;55;1980;-0.02070059;-0.04649743;0;1;65;0;NA;NA;NA;NA;NA;NA;7.62559507;NA;3.05069379;NA;2;NA;32;NA;1024;NA;0;NA
543;7.56837927;2.98011092;2;34;1156;0;55;1981;-0.03651521;-0.02408544;0;1;67;0;-0.0572158;-0.07058287;0;2;132;0;7.60489448;7.62559507;3.00419636;3.05069379;2;2;33;32;1089;1024;0;0
544;7.75233516;2.8864753;3;35;1225;0;55;1982;0.18395589;-0.09363562;1;1;69;0;0.14744068;-0.11772106;1;2;136;0;7.56837927;7.60489448;2.98011092;3.00419636;2;2;34;33;1156;1089;0;0
545;7.42654907;2.83144704;3;36;1296;0;55;1983;-0.32578609;-0.05502826;0;1;71;0;-0.1418302;-0.14866388;1;2;140;0;7.75233516;7.56837927;2.8864753;2.98011092;3;2;35;34;1225;1156;0;0
546;7.56837927;2.93172696;3;37;1369;0;55;1984;0.1418302;0.10027992;0;1;73;0;-0.18395589;0.04525166;0;2;144;0;7.42654907;7.75233516;2.83144704;2.8864753;3;3;36;35;1296;1225;0;0
547;7.61480536;2.96475744;3;38;1444;0;55;1985;0.04642609;0.03303048;0;1;75;0;0.18825629;0.1333104;0;2;148;0;7.56837927;7.42654907;2.93172696;2.83144704;3;3;37;36;1369;1296;0;0
548;7.49164547;3.273364;3;39;1521;0;55;1986;-0.12315989;0.30860656;0;1;77;0;-0.0767338;0.34163704;0;2;152;0;7.61480536;7.56837927;2.96475744;2.93172696;3;3;38;37;1444;1369;0;0
549;7.62266395;2.99523214;3;40;1600;0;55;1987;0.13101848;-0.27813186;0;1;79;0;0.00785859;0.0304747;0;2;156;0;7.49164547;7.61480536;3.273364;2.96475744;3;3;39;38;1521;1444;0;0
550;7.6778635;2.83615016;3;41;1681;0;55;1988;0.05519955;-0.15908198;0;1;81;0;0.18621803;-0.43721384;0;2;160;0;7.62266395;7.49164547;2.99523214;3.273364;3;3;40;39;1600;1521;0;0
551;7.78322402;3.00568264;3;48;2304;0;56;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
552;7.78322402;3.03831276;3;49;2401;0;56;1980;0;0.03263012;0;1;97;0;NA;NA;NA;NA;NA;NA;7.78322402;NA;3.00568264;NA;3;NA;48;NA;2304;NA;0;NA
553;7.76217061;2.8495498;3;50;2500;0;56;1981;-0.02105341;-0.18876296;0;1;99;0;-0.02105341;-0.15613284;0;2;196;0;7.78322402;7.78322402;3.03831276;3.00568264;3;3;49;48;2401;2304;0;0
554;7.7769544;2.73566537;3;51;2601;0;56;1982;0.01478379;-0.11388443;0;1;101;0;-0.00626962;-0.30264739;0;2;200;0;7.76217061;7.78322402;2.8495498;3.03831276;3;3;50;49;2500;2401;0;0
555;7.69165682;2.74341734;3;52;2704;0;56;1983;-0.08529758;0.00775197;0;1;103;0;-0.07051379;-0.10613246;0;2;204;0;7.7769544;7.76217061;2.73566537;2.8495498;3;3;51;50;2601;2500;0;0
556;7.6778635;2.73825605;2;53;2809;0;56;1984;-0.01379332;-0.00516129;-1;1;105;0;-0.0990909;0.00259068;-1;2;208;0;7.69165682;7.7769544;2.74341734;2.73566537;3;3;52;51;2704;2601;0;0
557;7.56008047;2.97195178;2;54;2916;0;56;1985;-0.11778303;0.23369573;0;1;107;0;-0.13157635;0.22853444;-1;2;212;0;7.6778635;7.69165682;2.73825605;2.74341734;2;3;53;52;2809;2704;0;0
558;7.89915348;2.6041701;1;55;3025;0;56;1986;0.33907301;-0.36778168;-1;1;109;0;0.22128998;-0.13408595;-1;2;216;0;7.56008047;7.6778635;2.97195178;2.73825605;2;2;54;53;2916;2809;0;0
559;7.82404601;3.05541525;1;56;3136;0;56;1987;-0.07510747;0.45124515;0;1;111;0;0.26396554;0.08346347;-1;2;220;0;7.89915348;7.56008047;2.6041701;2.97195178;1;2;55;54;3025;2916;0;0
560;7.82404601;3.13896644;0;57;3249;0;56;1988;0;0.08355119;-1;1;113;0;-0.07510747;0.53479634;-1;2;224;0;7.82404601;7.89915348;3.05541525;2.6041701;1;1;56;55;3136;3025;0;0
561;7.681099;2.87243407;0;26;676;0;57;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
562;8.05515773;2.96114081;0;27;729;0;57;1980;0.37405873;0.08870674;0;1;53;0;NA;NA;NA;NA;NA;NA;7.681099;NA;2.87243407;NA;0;NA;26;NA;676;NA;0;NA
563;7.8671055;3.10950728;0;28;784;0;57;1981;-0.18805223;0.14836647;0;1;55;0;0.1860065;0.23707321;0;2;108;0;8.05515773;7.681099;2.96114081;2.87243407;0;0;27;26;729;676;0;0
564;7.77485577;3.1415627;0;29;841;0;57;1982;-0.09224973;0.03205542;0;1;57;0;-0.28030196;0.18042189;0;2;112;0;7.8671055;8.05515773;3.10950728;2.96114081;0;0;28;27;784;729;0;0
565;7.70796153;3.11395967;1;30;900;0;57;1983;-0.06689424;-0.02760303;1;1;59;0;-0.15914397;0.00445239;1;2;116;0;7.77485577;7.8671055;3.1415627;3.10950728;0;0;29;28;841;784;0;0
566;7.8038433;2.9699015;1;31;961;0;57;1984;0.09588177;-0.14405817;0;1;61;0;0.02898753;-0.1716612;1;2;120;0;7.70796153;7.77485577;3.11395967;3.1415627;1;0;30;29;900;841;0;0
567;7.6778635;3.28802872;2;32;1024;0;57;1985;-0.1259798;0.31812722;1;1;63;0;-0.03009803;0.17406905;1;2;124;0;7.8038433;7.70796153;2.9699015;3.11395967;1;1;31;30;961;900;0;0
568;7.57301726;3.2794063;2;33;1089;0;57;1986;-0.10484624;-0.00862242;0;1;65;0;-0.23082604;0.3095048;1;2;128;0;7.6778635;7.8038433;3.28802872;2.9699015;2;1;32;31;1024;961;0;0
569;7.7380523;3.16926536;2;34;1156;0;57;1987;0.16503504;-0.11014094;0;1;67;0;0.0601888;-0.11876336;0;2;132;0;7.57301726;7.6778635;3.2794063;3.28802872;2;2;33;32;1089;1024;0;0
570;7.71467747;3.36211001;2;35;1225;1;57;1988;-0.02337483;0.19284465;0;1;69;1;0.14166021;0.08270371;0;2;136;1;7.7380523;7.57301726;3.16926536;3.2794063;2;2;34;33;1156;1089;0;0
571;7.52294092;2.55567573;2;42;1764;0;58;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
572;8.09803476;2.08939186;2;44;1936;0;58;1980;0.57509384;-0.46628387;0;2;172;0;NA;NA;NA;NA;NA;NA;7.52294092;NA;2.55567573;NA;2;NA;42;NA;1764;NA;0;NA
573;7.50328963;2.53449012;1;44;1936;0;58;1981;-0.59474513;0.44509826;-1;0;0;0;-0.01965129;-0.02118561;-1;2;172;0;8.09803476;7.52294092;2.08939186;2.55567573;2;2;44;42;1936;1764;0;0
574;7.54697412;2.35896542;1;45;2025;0;58;1982;0.04368449;-0.1755247;0;1;89;0;-0.55106064;0.26957356;-1;1;89;0;7.50328963;8.09803476;2.53449012;2.08939186;1;2;44;44;1936;1936;0;0
575;7.72929567;2.40514167;0;46;2116;0;58;1983;0.18232155;0.04617625;-1;1;91;0;0.22600604;-0.12934845;-1;2;180;0;7.54697412;7.50328963;2.35896542;2.53449012;1;1;45;44;2025;1936;0;0
576;7.60837447;2.41233594;0;47;2209;0;58;1984;-0.1209212;0.00719427;0;1;93;0;0.06140035;0.05337052;-1;2;184;0;7.72929567;7.54697412;2.40514167;2.35896542;0;1;46;45;2116;2025;0;0
577;7.43484788;2.27931651;0;48;2304;0;58;1985;-0.17352659;-0.13301943;0;1;95;0;-0.29444779;-0.12582516;0;2;188;0;7.60837447;7.72929567;2.41233594;2.40514167;0;0;47;46;2209;2116;0;0
578;7.43484788;2.49568173;0;49;2401;0;58;1986;0;0.21636522;0;1;97;0;-0.17352659;0.08334579;0;2;192;0;7.43484788;7.60837447;2.27931651;2.41233594;0;0;48;47;2304;2209;0;0
579;7.40549566;2.53290286;0;50;2500;0;58;1987;-0.02935222;0.03722113;0;1;99;0;-0.02935222;0.25358635;0;2;196;0;7.43484788;7.43484788;2.49568173;2.27931651;0;0;49;48;2401;2304;0;0
580;7.43897159;2.47821767;0;51;2601;0;58;1988;0.03347593;-0.05468519;0;1;101;0;0.00412371;-0.01746406;0;2;200;0;7.40549566;7.43484788;2.53290286;2.49568173;0;0;50;49;2500;2401;0;0
581;7.69211334;2.74212954;0;25;625;0;59;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
582;7.69621264;2.91126307;0;26;676;0;59;1980;0.0040993;0.16913353;0;1;51;0;NA;NA;NA;NA;NA;NA;7.69211334;NA;2.74212954;NA;0;NA;25;NA;625;NA;0;NA
583;7.60090246;2.90197084;1;27;729;0;59;1981;-0.09531018;-0.00929223;1;1;53;0;-0.09121088;0.1598413;1;2;104;0;7.69621264;7.69211334;2.91126307;2.74212954;0;0;26;25;676;625;0;0
584;7.64826303;3.00419636;1;28;784;0;59;1982;0.04736057;0.10222552;0;1;55;0;-0.04794961;0.09293329;1;2;108;0;7.60090246;7.69621264;2.90197084;2.91126307;1;0;27;26;729;676;0;0
585;7.67600993;3.09149691;1;29;841;0;59;1983;0.0277469;0.08730055;0;1;57;0;0.07510747;0.18952607;0;2;112;0;7.64826303;7.60090246;3.00419636;2.90197084;1;1;28;27;784;729;0;0
586;7.65681009;3.03109938;2;30;900;0;59;1984;-0.01919984;-0.06039753;1;1;59;0;0.00854706;0.02690302;1;2;116;0;7.67600993;7.64826303;3.09149691;3.00419636;1;1;29;28;841;784;0;0
587;7.69848279;3.09331257;2;31;961;0;59;1985;0.0416727;0.06221319;0;1;61;0;0.02247286;0.00181566;1;2;120;0;7.65681009;7.67600993;3.03109938;3.09149691;2;1;30;29;900;841;0;0
588;7.69848279;2.96681828;2;32;1024;0;59;1986;0;-0.12649429;0;1;63;0;0.0416727;-0.0642811;0;2;124;0;7.69848279;7.65681009;3.09331257;3.03109938;2;2;31;30;961;900;0;0
589;7.67600993;3.04070564;2;33;1089;0;59;1987;-0.02247286;0.07388736;0;1;65;0;-0.02247286;-0.05260693;0;2;128;0;7.69848279;7.69848279;2.96681828;3.09331257;2;2;32;31;1024;961;0;0
590;7.69848279;3.02868338;2;34;1156;0;59;1988;0.02247286;-0.01202226;0;1;67;0;0;0.0618651;0;2;132;0;7.67600993;7.69848279;3.04070564;2.96681828;2;2;33;32;1089;1024;0;0
591;7.65112018;2.87243407;2;35;1225;0;60;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
592;7.59337419;2.89092717;2;36;1296;1;60;1980;-0.05774599;0.0184931;0;1;71;1;NA;NA;NA;NA;NA;NA;7.65112018;NA;2.87243407;NA;2;NA;35;NA;1225;NA;0;NA
593;7.56423848;2.93969087;2;37;1369;0;60;1981;-0.02913571;0.0487637;0;1;73;-1;-0.0868817;0.0672568;0;2;144;0;7.59337419;7.65112018;2.89092717;2.87243407;2;2;36;35;1296;1225;1;0
594;7.59287029;2.85359253;2;38;1444;0;60;1982;0.02863181;-0.08609834;0;1;75;0;-0.0005039;-0.03733464;0;2;148;-1;7.56423848;7.59337419;2.93969087;2.89092717;2;2;37;36;1369;1296;0;1
595;7.58882988;2.99473175;2;39;1521;0;60;1983;-0.00404041;0.14113922;0;1;77;0;0.0245914;0.05504088;0;2;152;0;7.59287029;7.56423848;2.85359253;2.93969087;2;2;38;37;1444;1369;0;0
596;7.59739632;2.95958687;2;40;1600;0;60;1984;0.00856644;-0.03514488;0;1;79;0;0.00452603;0.10599434;0;2;156;0;7.58882988;7.59287029;2.99473175;2.85359253;2;2;39;38;1521;1444;0;0
597;7.57865685;2.97195178;2;41;1681;0;60;1985;-0.01873947;0.01236491;0;1;81;0;-0.01017303;-0.02277997;0;2;160;0;7.59739632;7.58882988;2.95958687;2.99473175;2;2;40;39;1600;1521;0;0
598;7.59085212;2.93385683;2;42;1764;0;60;1986;0.01219527;-0.03809495;0;1;83;0;-0.0065442;-0.02573004;0;2;164;0;7.57865685;7.59739632;2.97195178;2.95958687;2;2;41;40;1681;1600;0;0
599;7.58273849;3.35968073;2;43;1849;0;60;1987;-0.00811363;0.4258239;0;1;85;0;0.00408164;0.38772895;0;2;168;0;7.59085212;7.57865685;2.93385683;2.97195178;2;2;42;41;1764;1681;0;0
600;7.69712132;2.30258509;2;44;1936;0;60;1988;0.11438283;-1.05709564;0;1;87;0;0.1062692;-0.63127174;0;2;172;0;7.58273849;7.59085212;3.35968073;2.93385683;2;2;43;42;1849;1764;0;0
601;7.67600993;2.71800051;2;38;1444;0;61;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
602;7.64778605;2.73825605;2;39;1521;0;61;1980;-0.02822388;0.02025554;0;1;77;0;NA;NA;NA;NA;NA;NA;7.67600993;NA;2.71800051;NA;2;NA;38;NA;1444;NA;0;NA
603;7.68524361;2.68852754;2;41;1681;0;61;1981;0.03745756;-0.04972851;0;2;160;0;0.00923368;-0.02947297;0;3;237;0;7.64778605;7.67600993;2.73825605;2.71800051;2;2;39;38;1521;1444;0;0
604;7.6666902;2.6932749;1;41;1681;0;61;1982;-0.01855341;0.00474736;-1;0;0;0;0.01890415;-0.04498115;-1;2;160;0;7.68524361;7.64778605;2.68852754;2.73825605;2;2;41;39;1681;1521;0;0
605;7.68524361;2.68102155;1;43;1849;0;61;1983;0.01855341;-0.01225335;0;2;168;0;0;-0.00750599;-1;2;168;0;7.6666902;7.68524361;2.6932749;2.68852754;1;2;41;41;1681;1681;0;0
606;7.52617891;2.75110968;1;43;1849;0;61;1984;-0.1590647;0.07008813;0;0;0;0;-0.14051129;0.05783478;0;2;168;0;7.68524361;7.6666902;2.68102155;2.6932749;1;1;43;41;1849;1681;0;0
607;7.56268125;2.71270599;0;44;1936;0;61;1985;0.03650234;-0.03840369;-1;1;87;0;-0.12256236;0.03168444;-1;1;87;0;7.52617891;7.68524361;2.75110968;2.68102155;1;1;43;43;1849;1849;0;0
608;7.55223729;2.67138622;0;45;2025;0;61;1986;-0.01044396;-0.04131977;0;1;89;0;0.02605838;-0.07972346;-1;2;176;0;7.56268125;7.52617891;2.71270599;2.75110968;0;1;44;43;1936;1849;0;0
609;7.54697412;2.67552704;0;46;2116;0;61;1987;-0.00526317;0.00414082;0;1;91;0;-0.01570713;-0.03717895;0;2;180;0;7.55223729;7.56268125;2.67138622;2.71270599;0;0;45;44;2025;1936;0;0
610;7.54433211;2.66861614;0;47;2209;0;61;1988;-0.00264201;-0.0069109;0;1;93;0;-0.00790518;-0.00277008;0;2;184;0;7.54697412;7.55223729;2.67552704;2.67138622;0;0;46;45;2116;2025;0;0
611;7.80302664;2.66095862;2;34;1156;0;62;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;7.67600993;2.72785284;2;35;1225;0;62;1980;-0.12701671;0.06689422;0;1;69;0;NA;NA;NA;NA;NA;NA;7.80302664;NA;2.66095862;NA;2;NA;34;NA;1156;NA;0;NA
613;7.60090246;2.80940272;2;36;1296;0;62;1981;-0.07510747;0.08154988;0;1;71;0;-0.20212418;0.1484441;0;2;140;0;7.67600993;7.80302664;2.72785284;2.66095862;2;2;35;34;1225;1156;0;0
614;7.60090246;2.74598804;2;37;1369;0;62;1982;0;-0.06341468;0;1;73;0;-0.07510747;0.0181352;0;2;144;0;7.60090246;7.67600993;2.80940272;2.72785284;2;2;36;35;1296;1225;0;0
615;7.60090246;2.69395127;2;38;1444;0;62;1983;0;-0.05203677;0;1;75;0;0;-0.11545145;0;2;148;0;7.60090246;7.60090246;2.74598804;2.80940272;2;2;37;36;1369;1296;0;0
616;7.65964295;2.69799989;2;39;1521;0;62;1984;0.05874049;0.00404862;0;1;77;0;0.05874049;-0.04798815;0;2;152;0;7.60090246;7.60090246;2.69395127;2.74598804;2;2;38;37;1444;1369;0;0
617;7.784057;2.71071332;2;40;1600;0;62;1985;0.12441405;0.01271343;0;1;79;0;0.18315454;0.01676205;0;2;156;0;7.65964295;7.60090246;2.69799989;2.69395127;2;2;39;38;1521;1444;0;0
618;7.82404601;2.69056487;2;41;1681;0;62;1986;0.03998901;-0.02014845;0;1;81;0;0.16440306;-0.00743502;0;2;160;0;7.784057;7.65964295;2.71071332;2.69799989;2;2;40;39;1600;1521;0;0
619;7.6718268;2.66722818;1;42;1764;0;62;1987;-0.15221921;-0.02333669;-1;1;83;0;-0.1122302;-0.04348514;-1;2;164;0;7.82404601;7.784057;2.69056487;2.71071332;2;2;41;40;1681;1600;0;0
620;7.64491934;2.68784748;1;43;1849;0;62;1988;-0.02690746;0.0206193;0;1;85;0;-0.17912667;-0.00271739;-1;2;168;0;7.6718268;7.82404601;2.66722818;2.69056487;1;2;42;41;1764;1681;0;0
621;7.75790621;2.24918427;0;44;1936;0;63;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;7.65254569;2.26799363;0;45;2025;0;63;1980;-0.10536052;0.01880936;0;1;89;0;NA;NA;NA;NA;NA;NA;7.75790621;NA;2.24918427;NA;0;NA;44;NA;1936;NA;0;NA
623;7.59287029;2.31747367;0;46;2116;0;63;1981;-0.0596754;0.04948004;0;1;91;0;-0.16503592;0.0682894;0;2;180;0;7.65254569;7.75790621;2.26799363;2.24918427;0;0;45;44;2025;1936;0;0
624;7.60589;2.17928689;0;47;2209;0;63;1982;0.01301971;-0.13818678;0;1;93;0;-0.04665569;-0.08870674;0;2;184;0;7.59287029;7.65254569;2.31747367;2.26799363;0;0;46;45;2116;2025;0;0
625;7.62315307;2.03601196;0;48;2304;0;63;1983;0.01726307;-0.14327493;0;1;95;0;0.03028278;-0.28146171;0;2;188;0;7.60589;7.59287029;2.17928689;2.31747367;0;0;47;46;2209;2116;0;0
626;7.84306402;2.02287118;0;49;2401;0;63;1984;0.21991095;-0.01314078;0;1;97;0;0.23717402;-0.15641571;0;2;192;0;7.62315307;7.60589;2.03601196;2.17928689;0;0;48;47;2304;2209;0;0
627;7.9585769;2.08691361;0;50;2500;0;63;1985;0.11551288;0.06404243;0;1;99;0;0.33542383;0.05090165;0;2;196;0;7.84306402;7.62315307;2.02287118;2.03601196;0;0;49;48;2401;2304;0;0
628;7.84776254;2.12584793;0;51;2601;0;63;1986;-0.11081436;0.03893432;0;1;101;0;0.00469852;0.10297675;0;2;200;0;7.9585769;7.84306402;2.08691361;2.02287118;0;0;50;49;2500;2401;0;0
629;7.73848812;2.10778596;0;52;2704;0;63;1987;-0.10927442;-0.01806197;0;1;103;0;-0.22008878;0.02087235;0;2;204;0;7.84776254;7.9585769;2.12584793;2.08691361;0;0;51;50;2601;2500;0;0
630;7.7186855;2.18605123;0;53;2809;0;63;1988;-0.01980262;0.07826527;0;1;105;0;-0.12907704;0.0602033;0;2;208;0;7.73848812;7.84776254;2.10778596;2.12584793;0;0;52;51;2704;2601;0;0
631;7.66528472;3.0521126;3;41;1681;0;64;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
632;7.61874238;3.1005426;3;42;1764;0;64;1980;-0.04654234;0.04843;0;1;83;0;NA;NA;NA;NA;NA;NA;7.66528472;NA;3.0521126;NA;3;NA;41;NA;1681;NA;0;NA
633;7.49108759;3.12015984;3;43;1849;0;64;1981;-0.12765479;0.01961724;0;1;85;0;-0.17419713;0.06804724;0;2;168;0;7.61874238;7.66528472;3.1005426;3.0521126;3;3;42;41;1764;1681;0;0
634;7.48436864;3.1415627;3;44;1936;0;64;1982;-0.00671895;0.02140286;0;1;87;0;-0.13437374;0.0410201;0;2;172;0;7.49108759;7.61874238;3.12015984;3.1005426;3;3;43;42;1849;1764;0;0
635;7.51534457;3.08420094;3;45;2025;0;64;1983;0.03097593;-0.05736176;0;1;89;0;0.02425698;-0.0359589;0;2;176;0;7.48436864;7.49108759;3.1415627;3.12015984;3;3;44;43;1936;1849;0;0
636;7.56631101;3.1320099;2;46;2116;0;64;1984;0.05096644;0.04780896;-1;1;91;0;0.08194237;-0.0095528;-1;2;180;0;7.51534457;7.48436864;3.08420094;3.1415627;3;3;45;44;2025;1936;0;0
637;7.69984241;3.18055069;2;47;2209;0;64;1985;0.1335314;0.04854079;0;1;93;0;0.18449784;0.09634975;-1;2;184;0;7.56631101;7.51534457;3.1320099;3.08420094;2;3;46;45;2116;2025;0;0
638;7.50439156;3.12938869;2;48;2304;0;64;1986;-0.19545085;-0.051162;0;1;95;0;-0.06191945;-0.00262121;0;2;188;0;7.69984241;7.56631101;3.18055069;3.1320099;2;2;47;46;2209;2116;0;0
639;7.54960917;3.22047458;1;49;2401;0;64;1987;0.04521761;0.09108589;-1;1;97;0;-0.15023324;0.03992389;-1;2;192;0;7.50439156;7.69984241;3.12938869;3.18055069;2;2;48;47;2304;2209;0;0
640;7.56008047;3.1161784;1;50;2500;0;64;1988;0.0104713;-0.10429618;0;1;99;0;0.05568891;-0.01321029;-1;2;196;0;7.54960917;7.50439156;3.22047458;3.12938869;1;2;49;48;2401;2304;0;0
641;7.88080434;2.49320548;1;42;1764;0;65;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
642;7.87777633;2.38139625;1;42;1764;0;65;1980;-0.00302801;-0.11180923;0;0;0;0;NA;NA;NA;NA;NA;NA;7.88080434;NA;2.49320548;NA;1;NA;42;NA;1764;NA;0;NA
643;7.56320059;2.26384425;1;44;1936;0;65;1981;-0.31457574;-0.117552;0;2;172;0;-0.31760375;-0.22936123;0;2;172;0;7.87777633;7.88080434;2.38139625;2.49320548;1;1;42;42;1764;1764;0;0
644;7.78322402;1.96009477;1;45;2025;0;65;1982;0.22002343;-0.30374948;0;1;89;0;-0.09455231;-0.42130148;0;3;261;0;7.56320059;7.87777633;2.26384425;2.38139625;1;1;44;42;1936;1764;0;0
645;7.92515751;2.19722458;1;46;2116;0;65;1983;0.14193349;0.23712981;0;1;91;0;0.36195692;-0.06661967;0;2;180;0;7.78322402;7.56320059;1.96009477;2.26384425;1;1;45;44;2025;1936;0;0
646;7.76217061;2.17702184;1;47;2209;0;65;1984;-0.1629869;-0.02020274;0;1;93;0;-0.02105341;0.21692707;0;2;184;0;7.92515751;7.78322402;2.19722458;1.96009477;1;1;46;45;2116;2025;0;0
647;7.82404601;1.85941813;1;48;2304;0;65;1985;0.0618754;-0.31760371;0;1;95;0;-0.1011115;-0.33780645;0;2;188;0;7.76217061;7.92515751;2.17702184;2.19722458;1;1;47;46;2209;2116;0;0
648;7.8785342;1.79674705;1;49;2401;0;65;1986;0.05448819;-0.06267108;0;1;97;0;0.11636359;-0.38027479;0;2;192;0;7.82404601;7.76217061;1.85941813;2.17702184;1;1;48;47;2304;2209;0;0
649;7.78322402;2.13060984;1;50;2500;0;65;1987;-0.09531018;0.33386279;0;1;99;0;-0.04082199;0.27119171;0;2;196;0;7.8785342;7.82404601;1.79674705;1.85941813;1;1;49;48;2401;2304;0;0
650;8.00636757;2.11986345;0;51;2601;0;65;1988;0.22314355;-0.01074639;-1;1;101;0;0.12783337;0.3231164;-1;2;200;0;7.78322402;7.8785342;2.13060984;1.79674705;1;1;50;49;2500;2401;0;0
651;7.54538975;3.3541058;1;47;2209;0;66;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
652;7.66105638;3.31163732;1;48;2304;0;66;1980;0.11566663;-0.04246848;0;1;95;0;NA;NA;NA;NA;NA;NA;7.54538975;NA;3.3541058;NA;1;NA;47;NA;2209;NA;0;NA
653;7.60290046;3.3325616;0;49;2401;0;66;1981;-0.05815592;0.02092428;-1;1;97;0;0.05751071;-0.0215442;-1;2;192;0;7.66105638;7.54538975;3.31163732;3.3541058;1;1;48;47;2304;2209;0;0
654;7.5196924;3.29546642;0;50;2500;0;66;1982;-0.08320806;-0.03709518;0;1;99;0;-0.14136398;-0.0161709;-1;2;196;0;7.60290046;7.66105638;3.3325616;3.31163732;0;1;49;48;2401;2304;0;0
655;7.55171222;3.37416874;0;51;2601;0;66;1983;0.03201982;0.07870232;0;1;101;0;-0.05118824;0.04160714;0;2;200;0;7.5196924;7.60290046;3.29546642;3.3325616;0;0;50;49;2500;2401;0;0
656;7.56631101;3.32647384;0;52;2704;0;66;1984;0.01459879;-0.0476949;0;1;103;0;0.04661861;0.03100742;0;2;204;0;7.55171222;7.5196924;3.37416874;3.29546642;0;0;51;50;2601;2500;0;0
657;7.59287029;3.32862668;0;53;2809;0;66;1985;0.02655928;0.00215284;0;1;105;0;0.04115807;-0.04554206;0;2;208;0;7.56631101;7.55171222;3.32647384;3.37416874;0;0;52;51;2704;2601;0;0
658;7.57660977;3.32790956;0;54;2916;0;66;1986;-0.01626052;-0.00071712;0;1;107;0;0.01029876;0.00143572;0;2;212;0;7.59287029;7.56631101;3.32862668;3.32647384;0;0;53;52;2809;2704;0;0
659;7.57250299;3.40286264;0;55;3025;0;66;1987;-0.00410678;0.07495308;0;1;109;0;-0.0203673;0.07423596;0;2;216;0;7.57660977;7.59287029;3.32790956;3.32862668;0;0;54;53;2916;2809;0;0
660;7.57198845;3.36211001;0;56;3136;0;66;1988;-0.00051454;-0.04075263;0;1;111;0;-0.00462132;0.03420045;0;2;220;0;7.57250299;7.57660977;3.40286264;3.32790956;0;0;55;54;3025;2916;0;0
661;7.53476266;3.22684402;2;51;2601;0;67;1979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
662;7.56008047;3.32575518;2;52;2704;0;67;1980;0.02531781;0.09891116;0;1;103;0;NA;NA;NA;NA;NA;NA;7.53476266;NA;3.22684402;NA;2;NA;51;NA;2601;NA;0;NA
663;7.54750168;3.3325616;1;53;2809;0;67;1981;-0.01257879;0.00680642;-1;1;105;0;0.01273902;0.10571758;-1;2;208;0;7.56008047;7.53476266;3.32575518;3.22684402;2;2;52;51;2704;2601;0;0
664;7.51752085;3.3645334;1;54;2916;0;67;1982;-0.02998083;0.0319718;0;1;107;0;-0.04255962;0.03877822;-1;2;212;0;7.54750168;7.56008047;3.3325616;3.32575518;1;2;53;52;2809;2704;0;0
665;7.60090246;3.30944755;0;55;3025;0;67;1983;0.08338161;-0.05508585;-1;1;109;0;0.05340078;-0.02311405;-1;2;216;0;7.51752085;7.54750168;3.3645334;3.3325616;1;1;54;53;2916;2809;0;0
